Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Tariq Abdul-Wahad,abdulta01,2003,SG,28,DAL,14,204,,28%,68%,4%,,5.5,-2.9,3,2,16,1,3,,52,0,4
Shareef Abdur-Rahim,abdursh01,2003,PF,26,ATL,81,3087,,,5%,93%,2%,-3.5,1.5,80,63,95,35,228,,555,41,106
Courtney Alexander,alexaco02,2003,PG,25,NOH,66,1360,38%,58%,4%,,,-0.2,-3.9,29,22,44,10,61,,176,11,35
Malik Allen,allenma01,2003,PF,24,MIA,80,2318,,,,94%,6%,-8.1,-5.8,47,44,134,18,49,,123,13,49
Ray Allen,allenra02,2003,SG,27,TOT,76,2880,1%,90%,9%,,,3.0,4.0,102,57,108,21,114,,771,16,63
Ray Allen,allenra02,2003,SG,27,MIL,47,1683,2%,96%,2%,,,1.9,2.3,59,32,75,16,69,,380,8,35
Ray Allen,allenra02,2003,SG,27,SEA,29,1197,,82%,18%,,,4.6,6.3,43,25,33,5,45,,391,8,28
Rafer Alston,alstora01,2003,PG,26,TOR,47,980,94%,6%,,,,-7.4,-1.0,59,11,47,8,25,,419,6,18
John Amaechi,amaecjo01,2003,C,32,UTA,50,474,,,,11%,89%,-2.2,-6.1,14,9,29,5,23,,44,6,30
Chris Andersen,anderch01,2003,C,24,DEN,59,907,,,,71%,29%,-6.7,3.6,37,11,38,7,59,,69,9,30
Derek Anderson,anderde01,2003,PG,28,POR,76,2556,53%,47%,,,,4.3,3.9,66,33,57,10,78,,708,17,19
Kenny Anderson,anderke01,2003,PG,32,TOT,61,1135,100%,,,,,-1.7,-3.3,37,23,39,9,27,,428,7,28
Kenny Anderson,anderke01,2003,PG,32,SEA,38,689,100%,,,,,-4.5,-5.7,17,11,21,4,18,,261,5,20
Kenny Anderson,anderke01,2003,PG,32,NOH,23,446,100%,,,,,2.6,0.3,20,12,18,5,9,,167,2,8
Shandon Anderson,andersh01,2003,SF,29,NYK,82,1731,,10%,85%,6%,,-0.9,1.4,52,35,72,20,86,,193,22,27
Robert Archibald,archiro01,2003,PF,22,MEM,12,72,,,,34%,67%,-7.9,-4.5,3,2,6,1,9,,6,0,2
Gilbert Arenas,arenagi01,2003,PG,21,GSW,82,2866,87%,13%,,,,-1.5,-1.5,147,75,96,42,174,,1112,39,98
Brandon Armstrong,armstbr01,2003,SG,22,NJN,17,69,,95%,5%,,,-7.7,-13.8,3,1,2,1,3,,6,1,1
Darrell Armstrong,armstda01,2003,PG,34,ORL,82,2350,93%,7%,,,,0.5,1.1,95,42,43,8,25,,740,7,23
Carlos Arroyo,arroyca01,2003,PG,23,UTA,44,287,81%,19%,,,,-3.1,-6.8,14,9,11,3,10,,109,2,8
Chucky Atkins,atkinch01,2003,PG,28,DET,65,1398,100%,,,,,4.9,1.1,47,15,28,8,16,,395,3,16
Stacey Augmon,augmost01,2003,SG,34,NOH,70,862,,54%,46%,,,5.6,4.1,19,12,27,5,30,,156,4,13
Dalibor Bagaric,bagarda01,2003,C,22,CHI,10,76,,,,11%,89%,0.8,6.3,4,0,8,1,2,,9,0,4
Vin Baker,bakervi01,2003,C,31,BOS,52,942,,,,2%,98%,-3.9,-4.7,11,20,47,16,46,,73,10,34
