Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Tariq Abdul-Wahad,abdulta01,2002,SG,27,TOT,24,441,,63%,36%,1%,,-5.6,0.4,10,10,26,5,18,,54,5,19
Tariq Abdul-Wahad,abdulta01,2002,SG,27,DEN,20,417,,64%,35%,1%,,-5.8,0.9,8,9,23,5,17,,48,5,18
Tariq Abdul-Wahad,abdulta01,2002,SG,27,DAL,4,24,,47%,53%,,,-2.5,-7.1,2,1,3,0,1,,6,0,1
Shareef Abdur-Rahim,abdursh01,2002,PF,25,ATL,77,2980,,,6%,91%,3%,-4.8,0.3,100,84,100,35,222,,560,48,113
Courtney Alexander,alexaco02,2002,SG,24,WAS,56,1325,2%,41%,56%,1%,,-6.0,-6.9,30,13,41,14,47,,185,5,33
Victor Alexander,alexavi01,2002,C,32,DET,15,97,,,4%,50%,46%,4.3,1.7,4,0,2,1,4,,15,0,0
Malik Allen,allenma01,2002,PF,23,MIA,12,161,,,19%,69%,12%,-5.2,-3.6,2,0,8,0,4,,12,2,4
Ray Allen,allenra02,2002,SG,26,MIL,69,2525,15%,84%,1%,,,0.6,2.2,77,52,72,23,81,,616,17,56
Rafer Alston,alstora01,2002,PG,25,MIL,50,600,95%,5%,,,,-4.0,-4.5,19,14,18,1,12,,333,0,10
John Amaechi,amaecjo01,2002,PF,31,UTA,54,586,,,,14%,86%,-12.7,-16.4,18,15,29,13,44,,63,7,38
Chris Andersen,anderch01,2002,C,23,DEN,24,262,,,,31%,69%,6.0,13.5,6,7,24,0,14,,15,4,6
Derek Anderson,anderde01,2002,SG,27,POR,70,1860,17%,78%,5%,,,5.5,3.6,41,21,32,17,70,,481,13,32
Kenny Anderson,anderke01,2002,PG,31,BOS,76,2430,100%,,,,,4.9,6.7,71,33,103,6,50,,960,12,52
Nick Anderson,anderni01,2002,SG,34,MEM,15,219,,63%,36%,1%,,-14.2,-6.4,11,2,6,1,4,,30,1,2
Shandon Anderson,andersh01,2002,SG,28,NYK,82,1596,,53%,46%,1%,,-3.5,1.3,64,22,71,4,51,,168,10,26
Greg Anthony,anthogr01,2002,PG,34,TOT,60,1514,100%,,,,,-9.3,-3.7,69,17,56,3,30,,601,3,16
Greg Anthony,anthogr01,2002,PG,34,CHI,36,961,100%,,,,,-10.7,-1.5,43,11,37,1,22,,424,2,11
Greg Anthony,anthogr01,2002,PG,34,MIL,24,553,100%,,,,,-6.8,-7.7,26,6,19,2,8,,177,1,5
Gilbert Arenas,arenagi01,2002,PG,20,GSW,47,1155,96%,4%,,,,-6.4,-0.6,58,17,36,14,60,,390,10,30
Brandon Armstrong,armstbr01,2002,SG,21,NJN,35,196,17%,82%,1%,,,-10.2,-15.3,4,2,9,2,4,,17,0,4
Darrell Armstrong,armstda01,2002,PG,33,ORL,82,2730,100%,,,,,3.2,4.8,114,43,53,2,46,,1031,7,38
Carlos Arroyo,arroyca01,2002,PG,22,TOT,37,371,80%,20%,,,,-4.9,0.3,13,4,13,3,5,,147,0,13
Carlos Arroyo,arroyca01,2002,PG,22,TOR,17,96,100%,,,,,-14.5,-14.3,7,0,5,2,2,,46,0,5
Carlos Arroyo,arroyca01,2002,PG,22,DEN,20,275,73%,27%,,,,-1.5,5.4,6,4,8,1,3,,101,0,8
Chucky Atkins,atkinch01,2002,PG,27,DET,79,2285,100%,,,,,1.0,-4.0,77,28,67,10,39,,587,11,37
Stacey Augmon,augmost01,2002,SG,33,CHH,77,1319,1%,58%,40%,1%,,5.1,6.1,24,16,44,8,41,,233,6,15
Isaac Austin,austiis01,2002,C,32,MEM,21,307,,,,78%,22%,-14.1,-6.4,8,1,24,1,1,,28,0,3
William Avery,averywi01,2002,PG,22,MIN,28,258,100%,,,,,-1.4,-5.5,14,3,5,1,9,,79,2,9
Dalibor Bagaric,bagarda01,2002,C,21,CHI,50,638,,,,9%,91%,-11.6,-2.4,15,12,49,9,31,,53,8,19
Vin Baker,bakervi01,2002,C,30,SEA,55,1710,,,,19%,81%,-0.7,-7.2,16,47,84,38,110,,171,33,60
Erick Barkley,barkler01,2002,PG,23,POR,19,228,97%,3%,,,,1.2,-2.5,9,1,8,1,5,,73,0,4
Dana Barros,barroda01,2002,PG,34,DET,29,582,100%,,,,,0.6,-2.4,20,7,14,3,11,,166,4,6
Brent Barry,barrybr01,2002,SG,30,SEA,81,3040,,90%,9%,,,3.4,-0.1,103,39,81,15,85,,912,18,32
Jon Barry,barryjo01,2002,SG,32,DET,82,1985,1%,99%,1%,,,4.5,3.7,79,24,53,4,26,,609,10,13
Mengke Bateer,bateeme01,2002,C,26,DEN,27,408,,,,,100%,-7.8,-1.4,12,2,33,15,20,,46,8,14
Tony Battie,battito01,2002,C,25,BOS,74,1819,,,,1%,99%,4.8,4.7,15,23,136,4,57,,82,10,27
Shane Battier,battish01,2002,SF,23,MEM,78,3097,,43%,55%,2%,,-5.2,14.1,73,48,120,24,102,,467,18,73
Charlie Bell,bellch01,2002,SG,22,TOT,7,44,38%,62%,,,,-15.0,-14.5,3,2,1,0,0,,4,0,0
Charlie Bell,bellch01,2002,SG,22,PHO,5,42,35%,65%,,,,-15.7,-15.0,3,2,1,0,0,,4,0,0
Charlie Bell,bellch01,2002,SG,22,DAL,2,2,100%,,,,,,,0,0,0,0,0,,0,0,0
Raja Bell,bellra01,2002,SG,25,PHI,74,890,1%,60%,38%,1%,,-4.8,-8.8,20,13,37,7,18,,156,1,16
Jonathan Bender,bendejo01,2002,SF,21,IND,78,1647,,13%,72%,15%,,-1.8,-3.2,22,37,62,26,83,,135,13,46
Travis Best,besttr01,2002,PG,29,TOT,74,1747,100%,,,,,-4.4,-0.3,49,30,80,17,43,,712,10,22
Travis Best,besttr01,2002,PG,29,IND,44,954,100%,,,,,-3.4,-4.5,31,18,47,9,24,,388,4,12
Travis Best,besttr01,2002,PG,29,CHI,30,793,100%,,,,,-5.6,4.9,18,12,33,8,19,,324,6,10
Mike Bibby,bibbymi01,2002,PG,23,SAC,80,2659,78%,22%,,,,7.3,-1.9,80,36,49,13,74,,893,16,39
Chauncey Billups,billuch01,2002,PG,25,MIN,82,2355,98%,2%,,,,3.4,-0.9,78,30,67,15,85,,969,11,44
Mookie Blaylock,blaylmo01,2002,PG,34,GSW,35,599,100%,,,,,-7.5,-1.9,28,8,13,1,1,,241,1,6
Corie Blount,blounco01,2002,PF,33,PHI,72,1426,,,1%,89%,10%,-3.5,-8.6,21,8,78,12,18,,96,5,18
Mark Blount,blounma01,2002,C,26,BOS,44,415,,,,,100%,-6.9,-10.3,6,7,32,3,15,,24,3,10
Calvin Booth,boothca01,2002,C,25,SEA,15,279,,,,57%,44%,-8.5,-12.8,3,7,24,5,12,,33,2,4
Ruben Boumtje-Boumtje,boumtru01,2002,C,23,POR,33,245,,,,,100%,-14.6,-19.4,4,3,15,5,12,,10,4,5
Cal Bowdler,bowdlca01,2002,PF,24,ATL,52,585,,,1%,41%,58%,-1.6,3.8,2,5,43,1,22,,23,3,13
Bruce Bowen,bowenbr01,2002,SF,30,SAS,59,1699,,9%,91%,,,10.3,5.5,32,21,48,9,33,,201,5,20
Ryan Bowen,bowenry01,2002,SF,26,DEN,75,1686,,8%,61%,30%,1%,1.7,14.4,13,15,88,7,46,,115,12,35
Ira Bowman,bowmair01,2002,SG,28,PHI,3,29,14%,71%,16%,,,-9.0,-11.0,0,0,1,0,0,,2,0,1
Earl Boykins,boykiea01,2002,PG,25,LAC,68,761,100%,,,,,0.2,0.9,30,11,12,1,10,,316,2,15
Michael Bradley,bradlmi01,2002,PF,22,TOR,26,118,,,13%,69%,18%,-20.5,-20.6,3,3,4,0,3,,6,0,2
Shawn Bradley,bradlsh01,2002,C,29,DAL,53,757,,,,,100%,5.5,1.1,10,7,67,3,28,,41,6,19
Elton Brand,brandel01,2002,PF,22,LAC,80,3020,,,,80%,21%,0.7,5.2,49,64,122,26,232,,447,73,72
Terrell Brandon,brandte01,2002,PG,31,MIN,32,962,100%,,,,,7.6,5.0,28,12,17,1,28,,556,3,14
