Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Quincy Acy,acyqu01,2016,PF,25,SAC,59,876,,,,92%,8%,-7.1,-5.5,8,6,52,5,28,5,62,9,6
Jordan Adams,adamsjo01,2016,SG,21,MEM,2,15,,60%,40%,,,9.3,11.7,0,2,0,0,2,0,6,1,0
Steven Adams,adamsst01,2016,C,22,OKC,80,2014,,,,,100%,11.3,8.2,24,22,110,23,83,7,144,20,31
Arron Afflalo,afflaar01,2016,SG,30,NYK,71,2371,1%,81%,18%,,,-3.6,-1.9,27,25,53,13,68,4,337,23,47
Alexis Ajinca,ajincal01,2016,C,27,NOP,59,861,,,,,100%,-3.3,0.7,13,21,62,13,29,7,77,6,12
Cole Aldrich,aldrico01,2016,C,27,LAC,60,800,,,,3%,97%,0.3,-5.0,20,16,79,19,40,2,125,6,18
LaMarcus Aldridge,aldrila01,2016,PF,30,SAS,74,2261,,,,54%,46%,11.6,0.1,34,32,92,12,146,5,261,27,37
Cliff Alexander,alexacl01,2016,PF,20,POR,8,36,,,,100%,,-17.0,-17.9,0,1,1,0,0,0,0,0,1
Lavoy Allen,allenla01,2016,PF,26,IND,79,1599,,,1%,89%,11%,6.3,7.3,39,11,95,11,32,3,183,7,22
Tony Allen,allento01,2016,SG,34,MEM,64,1620,6%,93%,2%,,,-0.6,3.0,34,25,68,8,64,4,151,14,59
Al-Farouq Aminu,aminual01,2016,SF,25,POR,82,2341,,,56%,44%,1%,1.7,2.2,44,44,70,16,76,15,335,18,35
Lou Amundson,amundlo01,2016,PF,33,NYK,29,204,,,,65%,35%,-10.4,-8.0,5,4,23,4,15,0,25,6,3
Chris Andersen,anderch01,2016,C,37,TOT,27,402,,,,1%,100%,-9.1,-7.7,4,2,17,2,12,2,28,0,6
Chris Andersen,anderch01,2016,C,37,MIA,7,36,,,,,100%,-21.5,-23.7,1,0,2,1,2,0,7,0,1
Chris Andersen,anderch01,2016,C,37,MEM,20,366,,,,1%,100%,-7.9,-6.1,3,2,15,1,10,2,21,0,5
Alan Anderson,anderal01,2016,SG,33,WAS,13,192,12%,33%,55%,,,6.6,7.4,2,0,12,0,7,0,31,3,3
James Anderson,anderja01,2016,SG,26,SAC,51,721,,32%,64%,3%,,-4.5,-2.0,17,13,35,4,13,2,98,3,11
Justin Anderson,anderju01,2016,SF,22,DAL,55,647,2%,15%,77%,7%,,1.4,1.9,11,6,28,2,25,0,70,3,11
Kyle Anderson,anderky01,2016,SF,22,SAS,78,1245,,1%,65%,34%,,9.4,-3.1,35,7,43,7,35,9,277,8,16
Ryan Anderson,anderry01,2016,PF,27,NOP,66,2008,,,1%,85%,14%,-0.7,6.6,31,32,50,11,95,8,177,14,41
Giannis Antetokounmpo,antetgi01,2016,PG,21,MIL,80,2823,40%,59%,1%,,,-3.0,3.7,85,52,112,31,188,8,758,38,61
Thanasis Antetokounmpo,antetth01,2016,SF,23,NYK,2,6,,,100%,,,-46.2,-43.4,0,0,1,0,0,0,0,0,0
Carmelo Anthony,anthoca01,2016,SF,31,NYK,72,2530,,2%,91%,8%,,-0.8,5.7,80,41,73,30,159,6,704,26,76
Joel Anthony,anthojo01,2016,C,33,DET,19,96,,,,,100%,-7.7,-8.3,1,0,9,1,3,0,2,0,1
