Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Shareef Abdur-Rahim,abdursh01,2006,PF,29,SAC,72,1961,,,,70%,30%,4.0,4.4,36,39,113,18,117,8,347,28,65
Alex Acker,ackeral01,2006,SG,23,DET,5,35,63%,37%,,,,-43.4,-52.0,3,1,3,0,0,0,9,0,2
Malik Allen,allenma01,2006,PF,27,CHI,54,701,,,,64%,36%,3.2,2.7,9,9,54,9,13,15,44,3,14
Ray Allen,allenra02,2006,SG,30,SEA,78,3022,3%,94%,4%,,,-1.2,8.8,88,64,64,23,125,15,635,29,50
Tony Allen,allento01,2006,PG,24,BOS,51,978,21%,74%,5%,,,-2.4,-1.0,26,25,57,7,66,6,149,18,27
Rafer Alston,alstora01,2006,PG,29,HOU,63,2431,98%,2%,,,,-2.0,-1.4,103,34,85,3,44,7,932,7,20
Chris Andersen,anderch01,2006,C,27,NOK,32,570,,,,30%,70%,1.2,5.0,10,5,39,8,45,14,14,9,9
Alan Anderson,anderal01,2006,SF,23,CHA,36,564,,20%,54%,25%,,0.1,5.2,16,8,17,4,20,1,72,4,18
Derek Anderson,anderde01,2006,SG,31,TOT,43,1047,14%,53%,31%,2%,,-2.1,-3.5,26,14,36,8,29,15,224,4,10
Derek Anderson,anderde01,2006,SG,31,HOU,20,582,,45%,51%,3%,,-1.3,0.2,18,8,16,6,19,5,123,4,4
Derek Anderson,anderde01,2006,SG,31,MIA,23,465,32%,62%,7%,,,-3.0,-8.2,8,6,20,2,10,10,101,0,6
Shandon Anderson,andersh01,2006,SF,32,MIA,48,638,1%,23%,76%,,,2.3,-2.4,15,8,40,0,11,4,69,4,7
Martynas Andriuskevicius,andrima01,2006,C,19,CLE,6,9,,,,,100%,34.5,32.0,0,0,0,0,0,0,0,0,0
