Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Mahmoud Abdul-Rauf,abdulma02,1998,PG,28,SAC,31,530,98%,2%,,,,-8.0,-2.0,9,7,16,0,5,,124,3,12
Tariq Abdul-Wahad,abdulta01,1998,SG,23,SAC,59,959,,54%,46%,,,-8.3,-2.6,27,18,41,3,60,,112,11,19
Shareef Abdur-Rahim,abdursh01,1998,SF,21,VAN,82,2950,,,82%,18%,,-7.9,-0.6,94,85,83,20,273,,460,73,182
Cory Alexander,alexaco01,1998,PG,24,TOT,60,1298,50%,50%,,,,-6.0,0.4,79,19,42,6,28,,454,3,15
Cory Alexander,alexaco01,1998,PG,24,SAS,37,501,77%,23%,,,,-3.2,-9.8,32,9,18,4,11,,150,1,5
Cory Alexander,alexaco01,1998,PG,24,DEN,23,797,33%,67%,,,,-7.7,6.8,47,10,24,2,17,,304,2,10
Ray Allen,allenra02,1998,SG,22,MIL,82,3287,8%,87%,5%,,,-1.0,4.2,135,81,129,18,129,,739,23,54
Derek Anderson,anderde01,1998,SF,23,CLE,66,1839,1%,43%,56%,1%,,3.7,0.8,59,31,48,11,97,,488,16,32
Greg Anderson,andergr01,1998,C,33,ATL,50,398,,,,8%,92%,-6.2,-13.4,9,3,59,1,15,,30,3,8
Kenny Anderson,anderke01,1998,PG,27,TOT,61,1858,100%,,,,,-1.6,-2.0,94,23,46,8,69,,730,12,45
Kenny Anderson,anderke01,1998,PG,27,POR,45,1472,100%,,,,,0.5,-1.5,73,18,34,8,47,,527,7,39
Kenny Anderson,anderke01,1998,PG,27,BOS,16,386,99%,1%,,,,-9.8,-4.2,21,5,12,0,22,,203,5,6
Nick Anderson,anderni01,1998,SF,30,ORL,58,1701,,70%,30%,,,1.2,5.7,46,22,61,6,81,,254,21,32
Shandon Anderson,andersh01,1998,SG,24,UTA,82,1602,,86%,14%,,,-0.1,-9.5,38,22,60,10,77,,188,22,46
Chris Anstey,anstech01,1998,C,23,DAL,41,680,,,,19%,81%,-10.4,-3.8,22,6,44,2,29,,81,6,7
Greg Anthony,anthogr01,1998,PG,30,SEA,80,1021,100%,,,,,2.2,-8.9,55,18,26,4,27,,449,5,16
B.J. Armstrong,armstbj01,1998,PG,30,TOT,66,831,90%,10%,,,,-1.7,-3.8,22,9,34,3,9,,326,2,9
B.J. Armstrong,armstbj01,1998,PG,30,GSW,4,59,100%,,,,,-19.2,-9.7,5,1,4,0,1,,13,0,2
B.J. Armstrong,armstbj01,1998,PG,30,CHH,62,772,90%,10%,,,,-0.3,-3.3,17,8,30,3,8,,313,2,7
Darrell Armstrong,armstda01,1998,PG,29,ORL,48,1236,97%,3%,,,,-2.9,-1.1,78,18,29,3,31,,500,6,22
Vincent Askew,askewvi01,1998,SG,31,POR,30,443,1%,27%,73%,,,-0.5,-2.1,21,8,20,1,17,,81,3,5
Keith Askins,askinke01,1998,SF,30,MIA,46,681,,6%,88%,6%,,4.7,-2.0,18,1,44,3,6,,66,0,3
Stacey Augmon,augmost01,1998,SG,29,POR,71,1445,,37%,61%,2%,,0.8,-1.1,32,12,59,13,70,,191,9,34
Isaac Austin,austiis01,1998,C,28,TOT,78,2266,,,,3%,97%,-2.6,-4.9,67,64,102,28,155,,422,30,56
Isaac Austin,austiis01,1998,C,28,MIA,52,1371,,,,1%,99%,2.0,-6.7,28,42,68,23,102,,207,22,39
Isaac Austin,austiis01,1998,C,28,LAC,26,895,,,,6%,95%,-9.6,-2.3,39,22,34,5,53,,215,8,17
Vin Baker,bakervi01,1998,C,26,SEA,82,2944,,,,37%,63%,8.5,-1.6,52,47,110,31,225,,385,63,111
