Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Tariq Abdul-Wahad,abdulta01,2000,SG,25,TOT,61,1578,1%,96%,3%,,,-2.2,-2.8,44,22,51,21,77,9,216,13,32
Tariq Abdul-Wahad,abdulta01,2000,SG,25,ORL,46,1205,,97%,3%,,,-2.0,-3.6,36,18,39,17,59,6,158,11,24
Tariq Abdul-Wahad,abdulta01,2000,SG,25,DEN,15,373,4%,93%,3%,,,-2.9,-0.3,8,4,12,4,18,3,58,2,8
Shareef Abdur-Rahim,abdursh01,2000,SF,23,VAN,82,3223,,,63%,35%,3%,-4.8,1.5,85,71,102,51,212,17,597,42,138
Cory Alexander,alexaco01,2000,PG,26,DEN,29,329,97%,3%,,,,-3.5,-0.9,16,6,14,2,4,2,127,0,11
Ray Allen,allenra02,2000,SG,24,MIL,82,3070,1%,96%,3%,,,2.3,8.5,72,59,87,24,148,11,664,42,61
Rafer Alston,alstora01,2000,PG,23,MIL,27,361,100%,,,,,-14.7,-16.6,20,2,11,1,1,2,156,0,2
John Amaechi,amaecjo01,2000,C,29,ORL,80,1684,,,,,100%,0.4,-0.1,57,40,78,24,120,23,204,23,78
Derek Anderson,anderde01,2000,SG,25,LAC,64,2201,31%,66%,3%,,,-12.6,-2.0,80,34,56,14,123,29,476,21,36
Kenny Anderson,anderke01,2000,PG,29,BOS,82,2593,97%,3%,,,,2.0,7.4,55,45,68,16,84,10,914,19,60
Nick Anderson,anderni01,2000,SG,32,SAC,72,2094,,92%,8%,,,-0.2,-4.1,56,17,51,7,29,21,263,7,21
Shandon Anderson,andersh01,2000,SF,26,HOU,82,2700,,51%,46%,3%,,-2.0,-2.7,88,46,84,23,120,18,546,32,65
Chris Anstey,anstech01,2000,C,25,CHI,73,1007,,,,,100%,-6.4,7.0,28,13,75,17,51,30,144,13,23
Greg Anthony,anthogr01,2000,PG,32,POR,82,1548,97%,3%,,,,9.6,2.8,52,11,44,9,31,17,434,7,10
B.J. Armstrong,armstbj01,2000,PG,32,CHI,27,583,100%,,,,,-14.4,-3.2,28,7,11,0,5,5,165,0,5
Darrell Armstrong,armstda01,2000,PG,31,ORL,82,2590,88%,12%,,,,-0.3,-2.4,162,38,34,14,49,34,1034,11,61
