Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Jeff Adrien,adrieje01,2011,PF,24,GSW,23,196,,3%,7%,76%,15%,-0.4,2.4,3,2,16,1,8,2,22,3,14
Arron Afflalo,afflaar01,2011,SG,25,DEN,69,2324,1%,88%,11%,,,4.0,-2.7,25,19,79,8,65,5,385,12,39
Maurice Ager,agerma01,2011,SG,26,MIN,4,29,83%,17%,,,,-12.6,-5.6,1,1,1,2,0,1,2,0,0
Alexis Ajinca,ajincal01,2011,C,22,TOT,34,340,,,,,100%,-0.1,4.6,5,4,36,5,10,1,23,2,5
Alexis Ajinca,ajincal01,2011,C,22,DAL,10,75,,,,,100%,-7.2,-12.2,1,0,5,0,2,1,5,1,2
Alexis Ajinca,ajincal01,2011,C,22,TOR,24,265,,,,,100%,1.9,9.4,4,4,31,5,8,0,18,1,3
Solomon Alabi,alabiso01,2011,C,22,TOR,12,59,,,,15%,85%,-17.5,-10.8,0,2,5,0,1,0,4,0,3
Cole Aldrich,aldrico01,2011,C,22,OKC,18,142,,,,7%,93%,2.9,-1.3,2,1,21,2,2,0,10,0,2
LaMarcus Aldridge,aldrila01,2011,PF,25,POR,81,3211,,,,51%,50%,4.5,15.0,35,64,139,19,197,11,411,46,54
Malik Allen,allenma01,2011,PF,32,ORL,18,178,,,,24%,76%,-11.6,-18.5,1,0,20,1,0,1,12,0,1
Ray Allen,allenra02,2011,SG,35,BOS,80,2890,2%,95%,3%,,,8.3,8.3,56,38,67,15,59,7,461,17,35
Tony Allen,allento01,2011,SG,29,MEM,72,1494,19%,81%,,,,4.0,2.6,34,28,70,12,88,8,219,18,36
Al-Farouq Aminu,aminual01,2011,SF,20,LAC,81,1452,,,88%,12%,,-7.3,-5.8,47,31,64,16,56,4,132,12,37
Lou Amundson,amundlo01,2011,PF,28,GSW,46,691,,,12%,79%,8%,-6.0,-4.0,5,11,51,6,39,6,37,9,16
