Player,PlayerID,Year,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
B.J. Armstrong,armstbj01,1998,PG,30,TOT,66,831,14.6,.555,.164,.235,2.3,8.6,5.5,29.0,1.9,0.0,15.2,15.3,,1.6,0.6,2.2,.124,,0.0,0.1,0.1,0.4
B.J. Armstrong,armstbj01,1998,PG,30,GSW,4,59,6.3,.385,.053,.368,7.0,5.6,6.3,16.5,3.6,0.0,24.1,21.5,,-0.2,0.1,-0.1,-0.092,,-6.7,0.3,-6.4,-0.1
B.J. Armstrong,armstbj01,1998,PG,30,CHH,62,772,15.2,.573,.175,.222,1.9,8.8,5.4,30.0,1.7,0.0,14.1,14.9,,1.8,0.5,2.3,.141,,0.5,0.1,0.6,0.5
Darrell Armstrong,armstda01,1998,PG,29,ORL,48,1236,15.7,.509,.179,.324,6.1,9.2,7.6,33.4,2.6,0.3,20.5,20.2,,1.2,1.3,2.5,.096,,1.0,0.2,1.1,1.0
Vincent Askew,askewvi01,1998,SG,31,POR,30,443,6.7,.464,.037,.722,5.7,11.9,8.9,12.5,2.3,0.8,33.0,10.9,,-0.4,0.6,0.2,.023,,-4.1,2.0,-2.1,0.0
Keith Askins,askinke01,1998,SF,30,MIA,46,681,5.5,.426,.607,.156,5.0,12.2,8.7,6.4,2.2,1.3,16.6,10.7,,-0.3,1.0,0.7,.050,,-4.2,1.9,-2.3,0.0
Stacey Augmon,augmost01,1998,SG,29,POR,71,1445,10.3,.457,.019,.419,8.7,10.2,9.5,9.8,2.1,1.6,15.5,16.3,,-0.1,1.9,1.8,.059,,-2.5,0.9,-1.6,0.2
Isaac Austin,austiis01,1998,C,28,TOT,78,2266,16.3,.512,.009,.417,10.3,18.0,14.2,14.0,1.4,1.7,16.7,25.0,,1.2,2.5,3.6,.077,,-0.4,-0.9,-1.3,0.4
Isaac Austin,austiis01,1998,C,28,MIA,52,1371,16.8,.521,.006,.429,10.5,17.5,14.1,11.8,1.7,1.8,15.6,25.5,,1.1,2.2,3.2,.113,,-0.4,-0.1,-0.5,0.5
Isaac Austin,austiis01,1998,C,28,LAC,26,895,15.6,.497,.015,.398,10.1,18.9,14.4,17.3,1.0,1.6,18.3,24.2,,0.1,0.3,0.4,.022,,-0.6,-2.1,-2.6,-0.1
Vin Baker,bakervi01,1998,C,26,SEA,82,2944,20.4,.564,.006,.452,11.8,14.8,13.3,9.3,1.7,2.2,11.1,24.7,,6.9,3.5,10.4,.169,,1.9,-0.9,1.0,2.2
Charles Barkley,barklch01,1998,PF,34,HOU,68,2243,21.6,.564,.113,.534,12.9,28.8,20.9,16.6,1.7,0.9,13.8,21.6,,6.1,2.5,8.6,.183,,3.1,-0.4,2.7,2.7
Dana Barros,barroda01,1998,PG,30,BOS,80,1686,18.6,.583,.404,.236,1.8,9.6,5.3,28.4,2.5,0.3,13.7,20.0,,4.4,1.3,5.6,.160,,3.5,0.0,3.5,2.3
Brent Barry,barrybr01,1998,SG,26,TOT,58,1600,14.3,.558,.453,.265,2.1,10.2,6.1,15.8,2.1,1.1,15.5,18.7,,2.1,0.6,2.7,.080,,0.7,-0.2,0.5,1.0
Brent Barry,barrybr01,1998,SG,26,LAC,41,1341,14.9,.564,.439,.275,2.3,9.9,6.1,16.4,1.9,1.1,16.0,19.6,,1.8,0.2,2.0,.072,,1.3,-0.8,0.5,0.8
Brent Barry,barrybr01,1998,SG,26,MIA,17,259,11.2,.520,.548,.194,0.9,11.4,6.3,12.8,3.0,1.1,11.8,13.7,,0.3,0.4,0.7,.125,,-2.1,2.6,0.5,0.2
Drew Barry,barrydr01,1998,PG,24,ATL,27,256,10.7,.640,.553,.342,2.4,13.3,8.0,29.2,2.1,0.3,40.7,13.3,,0.0,0.3,0.3,.058,,-2.7,-0.5,-3.2,-0.1
Jon Barry,barryjo01,1998,SG,28,LAL,49,374,13.3,.518,.587,.279,2.5,8.6,5.6,19.7,3.3,0.6,15.9,16.4,,0.5,0.4,0.9,.116,,-0.7,1.0,0.2,0.2
Tony Battie,battito01,1998,PF,21,DEN,65,1506,13.3,.477,.027,.198,10.5,17.2,13.7,7.6,1.9,3.4,14.7,20.2,,-0.3,0.8,0.5,.015,,-2.5,-1.3,-3.9,-0.7
Corey Beck,beckco01,1998,PG,26,CHH,59,738,9.3,.516,.025,.371,4.5,10.2,7.4,20.4,2.4,0.7,27.5,16.0,,-0.3,0.7,0.4,.028,,-3.7,0.8,-2.9,-0.2
Benoit Benjamin,benjabe01,1998,C,33,PHI,14,197,12.5,.581,.000,.732,10.4,20.6,15.5,2.5,1.1,1.5,18.1,15.1,,0.2,0.2,0.4,.098,,-2.1,-1.1,-3.2,-0.1
Mario Bennett,bennema01,1998,PF,24,LAL,45,354,22.2,.573,.015,.326,19.7,20.6,20.1,9.0,2.8,2.2,12.0,21.8,,0.9,0.6,1.5,.201,,1.4,-0.5,0.9,0.3
David Benoit,benoida01,1998,SF,29,TOT,77,1123,10.5,.477,.417,.181,5.9,15.6,10.5,3.7,1.7,1.3,10.6,19.4,,0.5,1.1,1.6,.067,,-2.2,-0.3,-2.6,-0.2
David Benoit,benoida01,1998,SF,29,NJN,53,799,10.0,.489,.442,.164,5.7,15.3,10.2,3.3,1.7,1.5,11.9,17.8,,0.4,0.7,1.1,.067,,-2.3,-0.3,-2.7,-0.2
David Benoit,benoida01,1998,SF,29,ORL,24,324,11.8,.453,.367,.216,6.4,16.4,11.3,4.5,1.5,0.9,7.9,23.4,,0.1,0.4,0.5,.068,,-2.0,-0.3,-2.3,0.0
Travis Best,besttr01,1998,PG,25,IND,82,1547,13.6,.498,.146,.273,2.3,7.0,4.7,29.9,3.0,0.2,17.1,20.0,,1.2,2.1,3.3,.103,,-1.2,1.4,0.3,0.9
Chauncey Billups,billuch01,1998,PG,21,TOT,80,2216,13.6,.516,.434,.355,3.0,7.1,5.0,22.6,2.5,0.1,16.7,20.4,,2.1,0.9,3.0,.065,,0.2,-1.4,-1.2,0.5
Chauncey Billups,billuch01,1998,PG,21,BOS,51,1296,15.4,.530,.416,.396,3.3,7.3,5.1,26.7,3.1,0.1,18.1,21.7,,1.6,1.0,2.6,.096,,1.2,-0.4,0.8,0.9
Chauncey Billups,billuch01,1998,PG,21,TOR,29,920,11.1,.493,.461,.292,2.6,7.0,4.7,16.7,1.7,0.1,14.4,18.5,,0.6,-0.2,0.4,.020,,-1.2,-2.8,-4.0,-0.4
Mookie Blaylock,blaylmo01,1998,PG,30,ATL,70,2700,16.1,.462,.356,.143,3.7,10.9,7.4,29.5,3.7,0.5,15.0,20.1,,1.9,3.7,5.6,.099,,1.2,1.5,2.6,3.2
Corie Blount,blounco01,1998,PF,29,LAL,70,1029,11.9,.572,.021,.417,12.9,19.7,16.4,5.2,1.4,1.7,18.7,11.7,,1.2,1.4,2.6,.120,,-1.8,-0.2,-2.0,0.0
Muggsy Bogues,boguemu01,1998,PG,33,TOT,61,1570,12.4,.492,.050,.211,2.0,7.1,4.5,33.6,2.2,0.1,22.9,12.7,,0.7,1.0,1.7,.053,,-1.5,0.2,-1.4,0.3
Muggsy Bogues,boguemu01,1998,PG,33,CHH,2,16,20.6,.510,.000,.400,0.0,7.5,3.8,40.0,6.7,0.0,14.5,19.9,,0.0,0.0,0.1,.193,,0.6,5.4,6.0,0.0
Muggsy Bogues,boguemu01,1998,PG,33,GSW,59,1554,12.3,.491,.050,.208,2.0,7.1,4.5,33.5,2.2,0.1,23.1,12.7,,0.7,1.0,1.7,.051,,-1.5,0.1,-1.4,0.2
Etdrick Bohannon,bohanet01,1998,PF,24,IND,5,11,-10.3,.000,.000,.000,23.1,41.7,32.8,12.3,0.0,12.9,42.9,30.3,,-0.2,0.0,-0.1,-0.520,,-22.7,-1.2,-23.9,-0.1
Keith Booth,boothke01,1998,SF,23,CHI,6,17,13.8,.579,.167,1.000,13.4,13.5,13.5,9.0,0.0,0.0,25.8,30.7,,0.0,0.0,0.0,.107,,-4.3,-2.7,-7.0,0.0
Bruce Bowen,bowenbr01,1998,SF,26,BOS,61,1305,11.0,.483,.198,.409,6.6,9.4,7.9,9.3,3.4,1.7,12.9,13.4,,0.8,1.4,2.2,.081,,-2.0,1.5,-0.4,0.5
Anthony Bowie,bowiean01,1998,SG,34,NYK,27,224,12.9,.596,.068,.153,4.8,9.2,7.0,8.5,1.5,0.7,10.0,14.6,,0.4,0.3,0.7,.148,,-0.5,0.8,0.4,0.1
Shawn Bradley,bradlsh01,1998,C,25,DAL,64,1822,17.7,.463,.004,.253,9.8,22.1,15.8,5.9,1.5,8.2,10.8,22.3,,0.0,3.0,2.9,.077,,-2.1,1.6,-0.4,0.7
Terrell Brandon,brandte01,1998,PG,27,MIL,50,1784,20.2,.526,.127,.213,1.6,10.6,6.0,40.0,3.3,0.7,15.3,24.2,,3.1,2.0,5.1,.136,,2.8,0.8,3.7,2.5
Tim Breaux,breauti01,1998,SF,27,MIL,6,30,11.6,.421,.273,.182,0.0,8.2,4.1,11.1,3.5,2.5,7.8,19.6,,0.0,0.0,0.0,.028,,-0.8,0.5,-0.3,0.0
Scott Brooks,brooksc01,1998,PG,32,CLE,43,312,13.9,.528,.167,.303,2.4,9.3,5.9,25.3,3.1,0.7,13.8,12.8,,0.5,0.5,1.0,.156,,-0.2,2.8,2.6,0.4
Chucky Brown,brownch01,1998,SF,29,ATL,77,1202,10.5,.472,.022,.234,5.8,11.9,9.0,7.7,1.0,0.8,11.1,17.8,,0.5,0.9,1.4,.056,,-2.3,-1.2,-3.4,-0.4
Dee Brown,brownde01,1998,SG,29,TOT,72,1719,14.2,.555,.482,.126,1.5,9.1,5.1,14.8,2.5,1.0,11.0,16.9,,2.6,0.8,3.4,.095,,0.9,-0.5,0.4,1.0
Dee Brown,brownde01,1998,SG,29,BOS,41,811,11.4,.524,.443,.110,1.3,8.3,4.5,10.4,2.8,0.6,10.7,16.0,,0.7,0.7,1.3,.078,,-1.2,0.3,-0.8,0.2
Dee Brown,brownde01,1998,SG,29,TOR,31,908,16.8,.580,.515,.140,1.7,9.8,5.6,18.8,2.2,1.3,11.2,17.7,,2.0,0.1,2.1,.110,,2.7,-1.2,1.6,0.8
P.J. Brown,brownpj01,1998,PF,28,MIA,74,2362,15.0,.522,.000,.334,12.1,19.2,15.8,7.2,1.5,3.0,12.5,15.3,,3.5,4.0,7.5,.152,,-0.2,1.0,0.8,1.7
Randy Brown,brownra02,1998,PG,29,CHI,71,1147,10.1,.428,.017,.258,3.4,6.0,4.7,19.6,3.3,0.8,15.8,15.6,,-0.1,1.9,1.8,.075,,-4.0,2.3,-1.6,0.1
Rick Brunson,brunsri01,1998,PG,25,POR,38,622,9.6,.481,.433,.440,2.7,7.6,5.2,24.8,2.1,0.4,23.6,16.0,,-0.1,0.7,0.6,.048,,-2.4,0.0,-2.4,-0.1
Kobe Bryant,bryanko01,1998,SF,19,LAL,79,2056,18.5,.548,.241,.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,,4.5,1.8,6.3,.147,,2.2,-0.8,1.4,1.8
Mark Bryant,bryanma01,1998,C,32,PHO,70,1110,10.2,.545,.004,.422,9.9,15.6,12.8,6.0,1.7,1.0,17.9,13.3,,1.0,1.6,2.5,.109,,-3.5,0.5,-3.1,-0.3
Jud Buechler,buechju01,1998,SF,29,CHI,74,608,14.1,.554,.369,.034,4.5,10.0,7.3,12.8,2.0,1.8,10.5,14.7,,1.0,0.9,1.9,.151,,0.9,1.8,2.7,0.7
Matt Bullard,bullama01,1998,SF,30,HOU,67,1190,13.8,.581,.594,.069,2.5,11.9,7.3,8.5,1.4,1.4,8.9,16.8,,2.0,0.5,2.5,.102,,1.9,-0.6,1.3,1.0
Scott Burrell,burresc01,1998,SF,27,CHI,80,1096,15.7,.516,.384,.171,8.3,12.4,10.3,9.5,3.1,2.5,11.0,18.5,,1.5,2.2,3.7,.163,,0.4,2.2,2.5,1.3
Willie Burton,burtowi01,1998,SF,29,SAS,13,43,21.4,.514,.429,.571,8.6,15.1,12.1,4.3,2.5,3.3,3.7,29.8,,0.1,0.1,0.2,.229,,2.6,1.7,4.3,0.1
Mitchell Butler,butlemi02,1998,SG,27,CLE,18,206,4.8,.360,.128,.213,3.6,9.4,6.6,13.7,2.1,0.0,13.5,13.3,,-0.2,0.3,0.1,.016,,-5.0,2.1,-2.9,0.0
Jason Caffey,caffeja01,1998,PF,24,TOT,80,1423,13.9,.526,.004,.429,12.2,14.6,13.4,8.0,0.9,1.0,15.9,20.4,,1.2,1.6,2.7,.093,,-1.5,-0.8,-2.3,-0.1
Jason Caffey,caffeja01,1998,PF,24,CHI,51,710,14.4,.548,.005,.518,12.2,15.7,14.0,8.0,1.0,1.7,16.4,18.4,,0.9,1.1,2.0,.138,,-1.6,0.1,-1.5,0.1
Jason Caffey,caffeja01,1998,PF,24,GSW,29,713,13.4,.509,.004,.363,12.2,13.4,12.8,8.0,0.9,0.3,15.5,22.4,,0.2,0.5,0.7,.047,,-1.5,-1.7,-3.2,-0.2
Michael Cage,cagemi01,1998,C,36,NJN,79,1201,10.1,.531,.012,.429,10.4,19.9,14.8,3.6,2.0,2.7,18.7,4.4,,1.1,1.4,2.5,.100,,-0.9,1.4,0.5,0.7
Adrian Caldwell,caldwad01,1998,PF,31,DAL,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-3.6,-2.1,-5.6,0.0
Marcus Camby,cambyma01,1998,C,23,TOR,63,2002,15.9,.448,.003,.327,10.9,15.3,13.0,9.4,1.8,7.9,13.6,21.6,,-0.6,1.5,0.9,.022,,-2.0,0.4,-1.6,0.2
Elden Campbell,campbel01,1998,PF,29,LAL,81,1784,16.4,.527,.003,.548,9.3,19.3,14.4,6.9,1.0,4.0,12.9,22.0,,2.3,2.4,4.7,.126,,-1.0,-0.3,-1.4,0.3
Antoine Carr,carran01,1998,PF,36,UTA,66,1086,9.8,.513,.000,.302,5.1,9.6,7.5,7.2,0.5,3.7,11.5,17.8,,0.8,0.7,1.5,.068,,-3.5,-0.3,-3.7,-0.5
Chris Carr,carrch01,1998,SG,23,MIN,51,1165,11.6,.509,.281,.219,4.2,10.8,7.6,11.6,0.8,0.7,12.2,21.5,,0.7,0.4,1.1,.046,,-1.3,-1.8,-3.1,-0.3
Sam Cassell,cassesa01,1998,PG,28,NJN,75,2606,21.0,.533,.069,.439,3.0,7.4,5.1,40.4,2.4,0.6,16.3,27.5,,6.6,1.7,8.3,.152,,3.7,-0.1,3.6,3.7
Kelvin Cato,catoke01,1998,C,23,POR,74,1007,13.3,.496,.013,.546,10.9,17.9,14.6,3.6,1.5,6.8,13.4,14.7,,0.7,2.0,2.7,.129,,-3.2,2.6,-0.6,0.4
Duane Causwell,causwdu01,1998,C,29,MIA,37,363,9.2,.443,.000,.292,9.7,21.9,16.0,2.2,1.1,5.4,15.2,15.2,,-0.2,0.7,0.5,.069,,-6.1,1.4,-4.7,-0.2
Cedric Ceballos,cebalce01,1998,SF,28,TOT,47,990,19.3,.560,.169,.349,8.8,16.8,12.8,11.0,1.8,1.1,13.1,25.3,,1.6,1.2,2.8,.138,,2.1,-0.1,2.0,1.0
Cedric Ceballos,cebalce01,1998,SF,28,PHO,35,626,19.2,.564,.194,.326,9.8,17.8,13.9,9.6,1.8,0.9,11.7,24.2,,1.2,0.9,2.1,.163,,2.3,0.2,2.5,0.7
Cedric Ceballos,cebalce01,1998,SF,28,DAL,12,364,19.4,.552,.127,.389,7.2,15.0,11.0,13.3,1.6,1.5,15.2,27.3,,0.4,0.3,0.7,.094,,1.7,-0.6,1.1,0.3
Tom Chambers,chambto01,1998,PF,38,PHI,1,10,31.5,1.042,.000,1.000,0.0,23.2,11.5,0.0,10.6,0.0,25.8,17.4,,0.0,0.0,0.1,.369,,3.2,9.3,12.5,0.0
Rex Chapman,chapmre01,1998,SG,30,PHO,68,2263,14.4,.521,.325,.196,1.6,7.2,4.5,14.8,1.6,0.4,10.0,23.1,,2.4,2.1,4.5,.095,,0.9,-0.7,0.2,1.3
Calbert Cheaney,cheanca01,1998,SG,26,WAS,82,2841,11.7,.488,.054,.219,3.2,10.0,6.5,9.8,1.8,0.9,8.8,18.4,,1.6,2.5,4.1,.069,,-2.3,0.2,-2.1,0.0
Pete Chilcutt,chilcpe01,1998,PF,29,VAN,82,1420,12.6,.526,.362,.164,6.3,18.5,12.4,11.3,1.9,1.8,13.9,14.0,,1.2,0.8,2.0,.067,,-0.5,0.0,-0.5,0.5
Chris Childs,childch01,1998,PG,30,NYK,68,1599,11.6,.524,.246,.356,2.2,10.0,6.1,26.6,1.9,0.3,20.1,15.0,,1.4,2.3,3.7,.110,,-1.7,1.5,-0.2,0.7
Doug Christie,chrisdo01,1998,SG,27,TOR,78,2939,16.2,.530,.287,.305,3.5,12.3,7.7,16.3,3.4,1.3,15.8,21.5,,2.4,1.6,4.0,.066,,0.4,0.0,0.4,1.7
Keith Closs,closske01,1998,C,21,LAC,58,740,14.0,.482,.000,.372,9.6,16.3,12.9,4.2,0.8,7.3,13.6,16.7,,0.1,0.5,0.6,.041,,-2.3,0.4,-1.9,0.0
Derrick Coleman,colemde01,1998,PF,30,PHI,59,2135,17.5,.500,.113,.451,8.0,23.8,15.8,12.3,1.1,2.4,13.1,25.2,,1.8,2.7,4.4,.100,,1.1,-0.6,0.5,1.3
Bimbo Coles,colesbi01,1998,PG,29,GSW,53,1471,10.4,.444,.130,.201,1.2,7.9,4.5,27.9,1.8,0.6,15.7,16.8,,-0.1,1.0,0.9,.029,,-3.4,-0.1,-3.5,-0.6
James Collins,collija01,1998,SG,24,LAC,23,103,15.3,.482,.364,.255,7.7,7.8,7.7,5.4,3.0,2.0,11.6,29.8,,0.0,0.0,0.0,.008,,1.0,-2.0,-1.0,0.0
Marty Conlon,conloma01,1998,C,30,MIA,18,209,17.2,.541,.000,.710,9.3,16.3,12.9,9.8,2.4,1.7,11.9,20.6,,0.4,0.4,0.8,.177,,-0.4,1.2,0.8,0.1
Tyrone Corbin,corbity01,1998,SF,35,ATL,79,2699,12.0,.502,.189,.171,3.5,12.0,7.9,10.6,2.1,0.2,9.7,15.3,,2.9,2.7,5.5,.098,,-0.9,0.5,-0.4,1.1
James Cotton,cottoja02,1998,SG,22,SEA,9,33,12.5,.481,.190,.429,7.4,14.2,10.9,0.0,1.6,2.3,19.4,43.5,,-0.1,0.0,-0.1,-0.104,,-6.1,-4.6,-10.7,-0.1
Chris Crawford,crawfch01,1998,PF,22,ATL,40,256,20.4,.536,.027,.618,9.5,9.3,9.4,6.4,2.6,1.9,11.4,28.6,,0.6,0.3,0.9,.170,,0.9,-0.7,0.3,0.1
Austin Croshere,croshau01,1998,PF,22,IND,26,243,7.7,.412,.151,.163,5.2,16.5,11.1,5.4,2.0,1.5,12.4,20.6,,-0.4,0.4,0.0,.003,,-6.0,-0.1,-6.1,-0.3
John Crotty,crottjo01,1998,PG,28,POR,26,379,7.0,.457,.222,.378,1.3,8.3,4.9,25.5,1.4,0.2,28.6,17.6,,-0.4,0.3,-0.1,-0.013,,-4.2,-1.1,-5.2,-0.3
Terry Cummings,cummite01,1998,PF,36,TOT,74,1185,13.7,.496,.002,.229,9.5,18.6,14.0,7.3,1.7,0.6,9.8,20.2,,0.9,1.6,2.6,.103,,-2.2,-0.4,-2.6,-0.2
Terry Cummings,cummite01,1998,PF,36,PHI,44,656,12.9,.490,.005,.274,9.6,16.4,13.0,5.6,1.8,0.6,6.7,17.4,,0.8,0.7,1.4,.106,,-2.1,-0.8,-2.9,-0.2
Terry Cummings,cummite01,1998,PF,36,NYK,30,529,14.6,.501,.000,.185,9.5,21.2,15.3,9.3,1.6,0.7,12.7,23.7,,0.1,1.0,1.1,.101,,-2.3,0.1,-2.2,0.0
William Cunningham,cunniwi01,1998,C,23,TOT,7,39,9.3,.444,.000,.000,13.6,14.5,15.3,3.9,2.8,0.0,0.0,10.7,,0.1,0.1,0.1,.131,,-3.5,0.4,-3.1,0.0
William Cunningham,cunniwi01,1998,C,23,UTA,6,38,8.7,.444,.000,.000,14.0,12.3,13.1,4.0,2.8,0.0,0.0,11.0,,0.1,0.0,0.1,.122,,-3.7,0.2,-3.5,0.0
William Cunningham,cunniwi01,1998,C,23,PHI,1,1,33.3,,,,0.0,100.0,100.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.473,,4.0,5.4,9.5,0.0
Bill Curley,curlebi01,1998,PF,25,MIN,11,146,7.8,.495,.030,.091,8.6,13.1,10.9,4.0,1.1,0.5,8.0,11.4,,0.1,0.1,0.2,.068,,-4.9,-1.5,-6.4,-0.2
Dell Curry,curryde01,1998,SG,33,CHH,52,971,15.1,.536,.334,.120,3.3,9.2,6.3,12.9,1.7,0.3,10.6,24.3,,1.0,0.7,1.7,.085,,1.2,-1.3,-0.1,0.5
Michael Curry,currymi01,1998,SG,29,MIL,82,1978,9.1,.548,.022,.421,1.6,4.5,3.0,10.9,1.5,0.5,13.5,13.2,,2.1,0.9,2.9,.071,,-2.9,0.0,-2.9,-0.5
Erick Dampier,dampier01,1998,C,22,GSW,82,2656,14.0,.502,.003,.504,10.6,18.3,14.4,6.1,0.8,3.6,15.3,18.7,,1.1,2.9,4.0,.072,,-2.2,-0.2,-2.4,-0.3
Antonio Daniels,daniean01,1998,SG,22,VAN,74,1956,9.9,.465,.095,.310,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,,-0.9,-0.4,-1.3,-0.032,,-2.4,-2.6,-5.0,-1.5
Lloyd Daniels,daniell01,1998,SG,30,TOR,6,82,13.5,.509,.310,.345,5.3,4.3,4.8,8.2,1.9,1.7,10.7,20.0,,0.1,0.0,0.1,.040,,-0.8,-2.6,-3.3,0.0
Yinka Dare,dareyi01,1998,C,25,NJN,10,60,4.5,.279,.000,.444,18.1,14.4,16.4,2.4,0.0,2.5,8.5,17.0,,-0.1,0.0,-0.1,-0.051,,-6.6,-4.5,-11.1,-0.1
Antonio Davis,davisan01,1998,PF,29,IND,82,2191,15.3,.558,.006,.754,11.1,19.2,15.4,4.5,1.1,2.3,12.8,17.5,,3.8,3.6,7.4,.162,,-0.3,0.2,-0.1,1.1
Ben Davis,davisbe01,1998,PF,25,NYK,7,13,7.7,.200,.000,.000,55.2,0.0,27.7,0.0,4.2,0.0,0.0,36.1,,-0.1,0.0,0.0,-0.127,,-5.6,-12.0,-17.6,0.0
Dale Davis,davisda01,1998,C,28,IND,78,2174,15.2,.546,.000,.345,13.6,19.9,16.9,5.3,1.3,2.8,11.3,14.2,,3.4,3.8,7.1,.158,,0.6,0.6,1.3,1.8
Emanual Davis,davisem01,1998,PG,29,HOU,45,599,9.2,.581,.507,.261,2.0,7.2,4.6,15.4,1.5,0.4,24.7,15.9,,0.2,0.1,0.3,.022,,-2.1,-1.5,-3.6,-0.3
Hubert Davis,davishu01,1998,SG,27,DAL,81,2378,12.5,.549,.300,.151,1.6,6.5,4.0,11.4,1.0,0.1,9.7,17.4,,3.1,0.3,3.4,.068,,-0.4,-1.6,-2.0,0.0
Mark Davis,davisma02,1998,SF,24,PHI,71,906,10.9,.489,.025,.414,8.1,12.0,10.0,13.5,2.9,1.5,24.0,18.8,,-0.8,1.0,0.2,.010,,-2.6,0.6,-2.0,0.0
Terry Davis,daviste01,1998,PF,30,WAS,74,1705,10.5,.524,.004,.465,13.5,18.7,16.0,2.5,1.3,1.0,15.4,9.5,,1.8,1.9,3.6,.103,,-2.2,-0.5,-2.7,-0.3
Todd Day,dayto01,1998,SG,28,MIA,5,69,14.8,.429,.387,.290,7.0,3.3,5.1,18.1,5.5,0.0,7.9,25.7,,0.0,0.1,0.1,.102,,-2.2,2.3,0.1,0.0
