Player,PlayerID,Year,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Ron Anderson,anderro01,1989,SF,30,PHI,82,2618,15.3,.531,.010,.199,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,,3.5,0.9,4.4,.081,,0.6,-2.0,-1.3,0.4
Willie Anderson,anderwi01,1989,SF,22,SAS,81,2738,16.6,.534,.016,.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,,2.1,2.8,4.9,.085,,0.8,0.4,1.3,2.3
John Bagley,baglejo01,1989,PG,28,NJN,68,1642,11.3,.467,.112,.256,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,,-0.6,1.0,0.4,.013,,-1.6,-1.1,-2.7,-0.3
Thurl Bailey,baileth01,1989,SF,27,UTA,82,2777,15.6,.544,.004,.346,5.0,12.3,8.9,8.5,0.8,2.0,12.4,25.5,,2.4,4.1,6.5,.113,,0.1,-0.4,-0.3,1.2
Greg Ballard,ballagr01,1989,SF,34,SEA,2,15,7.1,.307,.125,.500,14.5,38.5,26.1,0.0,0.0,0.0,0.0,25.9,,0.0,0.0,0.0,.021,,-6.6,-4.2,-10.8,0.0
Ken Bannister,bannike01,1989,PF,28,LAC,9,130,17.9,.624,.028,1.472,4.9,22.1,13.6,3.2,2.5,0.9,11.9,20.4,,0.3,0.2,0.4,.150,,0.0,0.2,0.2,0.1
Charles Barkley,barklch01,1989,PF,25,PHI,79,3088,27.0,.653,.134,.661,14.5,21.3,17.9,16.0,2.0,1.3,14.0,24.4,,13.2,2.9,16.1,.250,,7.3,0.2,7.5,7.4
John Battle,battljo01,1989,SG,26,ATL,82,1672,13.5,.532,.054,.379,1.9,7.3,4.6,17.1,1.2,0.3,12.4,20.4,,2.2,1.0,3.2,.092,,-0.3,-0.9,-1.1,0.4
Benoit Benjamin,benjabe01,1989,C,24,LAC,79,2585,17.4,.593,.002,.470,6.8,21.9,14.4,8.7,1.0,4.7,17.8,20.3,,2.3,2.9,5.1,.095,,-0.4,0.8,0.3,1.5
Ricky Berry,berryri01,1989,SG,24,SAC,64,1406,13.1,.552,.282,.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,,1.6,0.8,2.4,.083,,-0.7,-1.0,-1.7,0.1
Walter Berry,berrywa01,1989,PF,24,TOT,69,1355,13.2,.540,.004,.285,6.9,14.8,10.8,8.5,1.0,2.1,13.6,19.5,,1.0,1.4,2.4,.085,,-1.5,0.3,-1.2,0.3
Walter Berry,berrywa01,1989,PF,24,NJN,29,556,11.7,.501,.000,.273,6.2,17.1,11.5,5.6,0.9,1.4,13.4,22.0,,-0.1,0.4,0.3,.027,,-3.1,-1.0,-4.1,-0.3
Walter Berry,berrywa01,1989,PF,24,HOU,40,799,14.4,.573,.007,.296,7.4,13.2,10.3,10.5,1.1,2.6,13.8,17.8,,1.1,1.0,2.1,.125,,-0.3,1.1,0.8,0.6
Larry Bird,birdla01,1989,SF,32,BOS,6,189,19.8,.516,.000,.183,0.6,21.6,11.2,24.3,1.6,1.6,8.9,27.1,,0.3,0.2,0.5,.129,,2.1,1.6,3.7,0.3
Otis Birdsong,birdsot01,1989,SG,33,BOS,13,108,7.0,.502,.083,.056,4.3,9.4,6.9,11.5,1.4,0.5,24.5,18.8,,-0.2,0.1,-0.1,-0.051,,-3.6,-1.7,-5.3,-0.1
Uwe Blab,blabuw01,1989,C,26,DAL,37,208,10.8,.540,.000,.481,5.9,17.3,11.7,8.2,0.7,3.6,18.2,16.0,,0.1,0.2,0.3,.069,,-4.4,1.0,-3.4,-0.1
Rolando Blackman,blackro01,1989,SG,29,DAL,78,2946,15.9,.543,.068,.296,2.6,7.5,5.1,15.8,1.1,0.4,10.5,23.2,,4.2,1.4,5.7,.092,,0.9,-1.4,-0.5,1.1
Muggsy Bogues,boguemu01,1989,PG,24,CHH,79,1755,15.3,.463,.031,.211,3.2,7.4,5.2,46.2,3.0,0.2,21.4,13.6,,1.6,1.0,2.6,.070,,0.8,0.3,1.1,1.4
Manute Bol,bolma01,1989,C,26,GSW,80,1769,9.8,.421,.265,.192,6.6,19.5,13.1,1.8,0.3,10.8,17.5,9.7,,-1.2,2.8,1.7,.046,,-4.2,3.2,-0.9,0.5
Anthony Bowie,bowiean01,1989,SG,25,SAS,18,438,10.6,.515,.035,.104,6.0,8.1,7.0,9.3,1.9,0.5,12.7,15.3,,0.2,0.3,0.5,.054,,-2.3,-1.1,-3.3,-0.2
Sam Bowie,bowiesa01,1989,C,27,POR,20,412,13.7,.490,.046,.320,9.2,19.1,14.0,11.4,0.8,4.7,15.9,19.4,,0.0,0.5,0.5,.063,,-0.8,1.0,0.2,0.2
Dudley Bradley,bradldu01,1989,SG,31,ATL,38,267,6.1,.387,.360,.186,2.8,10.4,6.5,11.9,2.9,0.4,13.1,16.3,,-0.3,0.3,0.0,.004,,-5.4,0.8,-4.6,-0.2
Adrian Branch,brancad01,1989,SF,25,POR,67,811,15.7,.509,.071,.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,,0.7,0.8,1.5,.087,,-0.4,-1.0,-1.4,0.1
Randy Breuer,breuera01,1989,C,28,MIL,48,513,13.8,.496,.000,.285,11.3,19.2,15.2,6.2,0.9,4.5,12.6,18.6,,0.2,0.7,0.9,.083,,-1.4,0.3,-1.1,0.1
Frank Brickowski,brickfr01,1989,C,29,SAS,64,1822,15.0,.563,.003,.430,8.5,16.3,12.2,10.4,2.6,1.1,17.5,20.1,,1.4,2.2,3.6,.094,,-0.9,0.4,-0.5,0.7
Scott Brooks,brooksc01,1989,PG,23,PHI,82,1372,14.0,.533,.412,.186,1.5,6.2,3.8,28.9,2.4,0.1,13.9,14.1,,2.3,0.6,2.9,.103,,1.2,0.0,1.2,1.1
Mike Brown,brownmi01,1989,C,25,UTA,66,1051,8.4,.491,.000,.524,10.5,16.3,13.6,5.5,1.2,1.0,20.1,15.4,,-0.4,1.8,1.4,.064,,-4.0,-0.2,-4.2,-0.6
Tony Brown,brownto01,1989,SF-SG,28,TOT,43,365,10.3,.486,.136,.263,6.8,6.9,6.8,9.8,2.0,0.7,11.4,16.7,,0.2,0.4,0.5,.071,,-2.1,-0.3,-2.3,0.0
Tony Brown,brownto01,1989,SG,28,HOU,14,91,4.7,.371,.200,.178,8.4,9.4,8.9,7.8,1.6,0.0,12.6,24.5,,-0.2,0.1,-0.1,-0.064,,-6.5,-2.6,-9.0,-0.2
Tony Brown,brownto01,1989,SF,28,MIL,29,274,12.2,.553,.096,.315,6.2,6.0,6.1,10.5,2.1,0.9,10.7,14.1,,0.4,0.3,0.7,.116,,-0.6,0.5,-0.1,0.1
Mark Bryant,bryanma01,1989,PF,23,POR,56,803,9.1,.505,.000,.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,,0.4,0.7,1.1,.063,,-3.5,-0.7,-4.2,-0.5
Greg Butler,butlegr01,1989,C,22,NYK,33,140,4.7,.493,.063,.417,7.0,15.5,11.1,1.8,0.3,0.8,23.0,20.4,,-0.2,0.1,-0.1,-0.034,,-7.6,-2.5,-10.1,-0.3
Michael Cage,cagemi01,1989,PF,27,SEA,80,2536,14.7,.553,.006,.421,11.8,22.3,16.9,6.4,1.7,1.2,14.2,13.7,,3.7,2.9,6.7,.126,,0.6,-0.1,0.5,1.6
Tony Campbell,campbto01,1989,SF,26,LAL,63,787,12.5,.508,.061,.241,8.0,10.2,9.2,8.5,2.3,0.4,14.0,23.3,,0.2,0.9,1.1,.065,,-2.7,-0.9,-3.6,-0.3
Antoine Carr,carran01,1989,PF,27,ATL,78,1488,12.7,.541,.002,.323,7.6,12.5,10.0,8.6,1.0,2.5,13.2,17.0,,1.9,1.4,3.3,.106,,-1.2,0.4,-0.8,0.4
Joe Barry Carroll,carrojo01,1989,C,30,NJN,64,1996,14.2,.497,.000,.272,6.4,20.4,13.2,8.0,1.7,2.4,13.6,21.5,,0.1,2.2,2.3,.056,,-1.5,0.5,-1.0,0.5
Bill Cartwright,cartwbi01,1989,C,31,CHI,78,2333,11.0,.535,.000,.401,7.8,17.7,12.9,5.4,0.4,1.1,17.4,20.1,,0.1,2.0,2.1,.042,,-3.1,-1.9,-5.0,-1.7
Terry Catledge,catlete01,1989,PF,25,WSB,79,2077,12.6,.518,.007,.373,11.6,18.8,15.0,5.0,1.1,0.7,13.1,17.6,,1.4,1.9,3.3,.077,,-1.6,-1.4,-3.0,-0.5
Ron Cavenall,cavenro01,1989,C,29,NJN,5,16,7.4,.577,.000,1.667,0.0,14.4,6.9,0.0,0.0,7.4,27.8,18.4,,0.0,0.0,0.0,-0.055,,-8.7,0.3,-8.4,0.0
Tom Chambers,chambto01,1989,PF,29,PHO,81,3002,19.3,.547,.052,.364,5.3,18.4,12.1,11.1,1.3,1.0,10.8,28.2,,5.1,4.1,9.2,.146,,1.6,-0.2,1.4,2.6
Mike Champion,champmi01,1989,SF,24,SEA,2,4,-43.7,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.8,,-0.1,0.0,-0.1,-0.952,,-49.1,-18.5,-67.6,-0.1
Rex Chapman,chapmre01,1989,SG,21,CHH,75,2219,12.6,.467,.150,.153,3.5,5.9,4.7,12.6,1.5,0.7,7.7,27.1,,-0.7,0.4,-0.2,-0.005,,-1.0,-2.2,-3.2,-0.7
Maurice Cheeks,cheekma01,1989,PG,32,PHI,71,2298,16.5,.527,.019,.280,1.9,7.1,4.5,32.6,2.2,0.4,12.9,16.2,,4.3,1.0,5.3,.110,,2.1,-0.3,1.8,2.2
Derrick Chievous,chievde01,1989,SF,21,HOU,81,1539,11.6,.506,.038,.385,8.1,9.9,9.0,7.4,1.5,0.4,15.5,22.9,,0.0,1.6,1.6,.050,,-2.1,-1.1,-3.3,-0.5
Ben Coleman,colembe01,1989,PF,27,PHI,58,703,11.2,.537,.000,.320,7.8,20.6,14.1,3.4,0.7,1.5,14.9,19.1,,0.3,0.5,0.8,.051,,-3.4,-1.6,-4.9,-0.5
Steve Colter,coltest01,1989,PG,26,WSB,80,1425,14.1,.503,.055,.365,4.6,9.6,7.0,21.2,2.3,0.6,10.8,16.7,,1.8,1.3,3.1,.105,,-0.6,1.0,0.5,0.9
Dallas Comegys,comegda01,1989,PF,24,SAS,67,1119,11.9,.532,.006,.472,10.5,12.5,11.5,3.7,1.7,3.4,17.1,17.3,,0.3,1.1,1.4,.060,,-2.9,-0.2,-3.0,-0.3
Lester Conner,connele01,1989,PG,29,NJN,82,2532,17.2,.531,.055,.398,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,,3.6,2.6,6.2,.118,,1.0,1.3,2.3,2.7
Darwin Cook,cookda01,1989,SG,30,TOT,66,1143,11.8,.495,.086,.163,3.0,7.2,5.0,15.6,2.8,0.5,14.7,20.3,,-0.1,1.1,0.9,.039,,-2.5,0.1,-2.4,-0.1
Darwin Cook,cookda01,1989,SG,30,SAS,36,757,11.8,.509,.098,.178,2.9,5.8,4.3,16.2,2.6,0.3,15.4,20.6,,0.0,0.6,0.6,.039,,-2.1,-0.3,-2.4,-0.1
Darwin Cook,cookda01,1989,SG,30,DEN,30,386,11.7,.466,.061,.135,3.3,9.9,6.4,14.4,3.2,0.9,13.1,19.7,,-0.2,0.5,0.3,.039,,-3.3,0.7,-2.6,-0.1
Michael Cooper,coopemi01,1989,SG,32,LAL,80,1943,11.9,.549,.425,.188,2.0,8.5,5.5,20.3,1.8,0.9,14.9,13.4,,2.6,1.8,4.4,.110,,0.2,0.8,1.0,1.5
Wayne Cooper,coopewa01,1989,C,32,DEN,79,1864,13.6,.530,.009,.239,11.1,23.8,17.1,5.0,0.9,6.4,13.0,11.6,,1.9,3.1,5.0,.128,,-1.9,1.7,-0.2,0.9
Tyrone Corbin,corbity01,1989,SF,26,PHO,77,1655,14.7,.592,.004,.394,11.8,13.7,12.8,8.9,2.3,0.4,14.7,15.0,,3.1,2.3,5.4,.156,,0.5,1.1,1.6,1.5
Dave Corzine,corzida01,1989,C,32,CHI,81,1483,10.8,.497,.018,.218,7.4,16.8,12.3,9.5,1.0,1.8,16.2,16.6,,-0.1,1.5,1.4,.046,,-2.2,-0.5,-2.7,-0.3
Winston Crite,critewi01,1989,SF,23,PHO,2,6,-20.3,.000,.000,.000,18.5,0.0,8.9,0.0,0.0,0.0,25.0,26.4,,-0.1,0.0,-0.1,-0.570,,-18.8,-8.9,-27.7,0.0
Pat Cummings,cummipa01,1989,PF,32,MIA,53,1096,11.0,.534,.005,.246,8.3,21.0,14.4,6.8,1.3,1.0,20.3,20.3,,-0.5,1.1,0.6,.026,,-3.6,-0.8,-4.5,-0.7
Terry Cummings,cummite01,1989,SF,27,MIL,80,2824,19.7,.518,.010,.294,11.3,15.3,13.3,11.7,1.8,1.6,10.2,28.9,,4.2,3.5,7.7,.131,,2.0,-0.8,1.2,2.3
Earl Cureton,curetea01,1989,C,31,CHH,82,2047,10.1,.512,.002,.265,9.7,17.1,13.2,8.4,1.2,1.8,18.0,12.7,,0.3,1.2,1.5,.035,,-2.7,-0.2,-2.9,-0.4
Dell Curry,curryde01,1989,SG,24,CHH,48,813,18.3,.527,.106,.088,3.4,11.2,7.1,11.2,2.5,0.3,7.5,29.5,,0.4,0.5,0.9,.052,,1.5,-0.6,0.9,0.6
Quintin Dailey,dailequ01,1989,SG,28,LAC,69,1722,16.3,.511,.009,.297,4.3,8.4,6.3,14.2,2.4,0.2,10.1,27.7,,1.1,1.0,2.0,.056,,-0.3,-1.0,-1.3,0.3
Adrian Dantley,dantlad01,1989,SF,33,TOT,73,2422,17.4,.581,.001,.595,5.5,9.0,7.3,10.9,0.9,0.3,11.9,24.3,,5.5,1.9,7.4,.147,,1.6,-0.9,0.7,1.6
Adrian Dantley,dantlad01,1989,SF,33,DET,42,1341,18.2,.613,.000,.616,4.7,8.9,6.9,10.5,0.9,0.3,11.4,22.7,,4.0,1.3,5.3,.191,,2.2,0.0,2.2,1.4
Adrian Dantley,dantlad01,1989,SF,33,DAL,31,1081,16.4,.546,.002,.573,6.6,9.0,7.8,11.6,0.9,0.4,12.5,26.3,,1.5,0.6,2.1,.093,,0.8,-2.1,-1.3,0.2
Brad Daugherty,daughbr01,1989,C,23,CLE,78,2821,18.5,.594,.003,.518,7.1,20.9,14.4,14.8,1.1,0.8,15.6,22.2,,5.0,4.6,9.6,.164,,1.6,0.5,2.0,2.9
Brad Davis,davisbr01,1989,PG,33,DAL,78,1395,13.3,.574,.269,.325,1.1,7.3,4.3,25.2,1.7,0.8,17.5,16.3,,1.8,1.0,2.7,.094,,-0.7,0.0,-0.7,0.4
Charles Davis,davisch02,1989,SF,30,CHI,49,545,10.3,.459,.079,.137,10.3,13.8,12.1,7.9,1.0,0.6,9.8,17.6,,0.1,0.4,0.5,.048,,-2.4,-1.8,-4.3,-0.3
Mark Davis,davisma01,1989,SF,25,TOT,33,258,15.0,.543,.098,.333,7.1,9.6,8.3,8.1,2.5,1.2,9.3,20.7,,0.4,0.3,0.7,.134,,-0.8,0.3,-0.5,0.1
Mark Davis,davisma01,1989,SF,25,PHO,2,7,5.9,.340,.200,.400,15.9,0.0,7.6,0.0,0.0,0.0,0.0,33.3,,0.0,0.0,0.0,-0.051,,-6.3,-7.4,-13.7,0.0
Mark Davis,davisma01,1989,SF,25,MIL,31,251,15.3,.554,.093,.330,6.8,9.8,8.3,8.3,2.5,1.2,9.7,20.4,,0.4,0.3,0.7,.139,,-0.7,0.5,-0.2,0.1
Walter Davis,daviswa03,1989,SG,34,DEN,81,1857,16.7,.544,.064,.185,2.2,6.5,4.2,15.3,1.7,0.2,10.2,26.7,,2.1,1.4,3.5,.092,,0.6,-1.2,-0.6,0.7
Darryl Dawkins,dawkida01,1989,C,32,DET,14,48,8.2,.501,.000,.947,7.4,9.0,8.2,3.1,0.0,1.3,12.9,27.6,,0.0,0.0,0.0,.027,,-6.4,-2.2,-8.6,-0.1
Johnny Dawkins,dawkijo01,1989,PG,25,SAS,32,1083,13.4,.505,.010,.280,3.1,7.3,5.1,28.9,2.3,0.0,19.8,20.1,,0.2,0.8,1.0,.044,,-0.5,-0.8,-1.4,0.2
Vinny Del Negro,delnevi01,1989,SG,22,SAC,80,1556,12.7,.520,.040,.199,3.3,8.6,5.9,19.0,2.0,0.5,12.3,16.4,,1.5,1.0,2.5,.077,,-1.7,0.5,-1.2,0.3
Fennis Dembo,dembofe01,1989,SF,23,DET,31,74,7.8,.388,.095,.238,12.8,21.9,17.6,10.1,0.7,0.0,13.1,30.9,,-0.2,0.1,-0.1,-0.037,,-7.7,-3.1,-10.8,-0.2
James Donaldson,donalja01,1989,C,31,DAL,53,1746,14.2,.614,.000,.368,10.1,25.7,18.0,3.1,0.7,2.7,17.5,11.8,,2.1,2.3,4.4,.122,,-0.2,0.2,0.0,0.9
Greg Dreiling,dreilgr01,1989,C,26,IND,53,396,8.1,.613,.000,.831,11.6,14.0,12.9,6.1,0.6,1.6,27.1,15.2,,0.1,0.2,0.4,.045,,-4.9,-0.3,-5.2,-0.3
Clyde Drexler,drexlcl01,1989,SG,26,POR,78,3064,23.6,.555,.062,.328,9.9,11.9,10.9,22.2,3.2,1.0,11.6,27.2,,8.8,3.8,12.6,.197,,5.4,1.1,6.5,6.6
Kevin Duckworth,duckwke01,1989,C,24,POR,79,2662,13.9,.531,.002,.369,9.7,16.4,12.9,3.1,1.0,1.1,12.9,22.4,,2.5,2.3,4.8,.086,,-1.4,-2.0,-3.5,-1.0
Chris Dudley,dudlech02,1989,C,23,CLE,61,544,8.7,.430,.006,.637,15.8,16.7,16.3,5.2,0.8,2.4,17.0,20.2,,-0.7,0.8,0.1,.011,,-5.7,-1.3,-7.0,-0.7
Joe Dumars,dumarjo01,1989,SG,25,DET,69,2408,16.8,.571,.032,.339,2.8,5.2,4.0,24.3,1.3,0.1,14.6,21.6,,4.8,2.2,7.0,.140,,2.2,-0.2,1.9,2.4
Mike Dunleavy,dunlemi01,1989,PG,34,MIL,2,5,17.7,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,,0.0,0.0,0.0,.189,,6.4,-0.6,5.9,0.0
T.R. Dunn,dunntr01,1989,SG,33,PHO,34,321,7.0,.410,.000,.343,10.4,9.5,9.9,8.5,1.7,0.2,13.0,5.7,,0.3,0.3,0.6,.088,,-1.5,1.2,-0.3,0.1
Ledell Eackles,eacklle01,1989,SG,22,WSB,80,1459,15.2,.519,.055,.473,7.2,6.2,6.7,12.6,1.3,0.2,12.6,27.8,,1.4,0.8,2.1,.070,,0.3,-1.9,-1.6,0.1
Mark Eaton,eatonma01,1989,C,32,UTA,82,2914,10.6,.513,.000,.491,9.4,21.8,16.1,3.8,0.7,6.5,22.3,9.2,,0.0,6.5,6.6,.108,,-2.5,3.1,0.6,1.9
James Edwards,edwarja01,1989,C,33,DET,76,1254,11.6,.547,.005,.460,6.4,14.0,10.4,5.7,0.4,1.5,12.4,19.8,,1.3,1.5,2.8,.109,,-3.0,0.3,-2.6,-0.2
Kevin Edwards,edwarke01,1989,SG,23,MIA,79,2349,12.6,.460,.033,.175,3.9,8.8,6.3,24.3,2.9,0.7,17.1,24.8,,-2.3,2.2,-0.2,-0.003,,-1.6,-0.3,-1.9,0.1
Craig Ehlo,ehlocr01,1989,SG,27,CLE,82,1867,13.7,.528,.191,.223,6.4,11.2,8.9,19.2,2.9,0.6,16.8,15.7,,1.5,3.1,4.6,.118,,-0.1,2.1,2.0,1.9
Dale Ellis,ellisda01,1989,SG,28,SEA,82,3190,19.7,.589,.198,.270,5.3,6.7,6.0,8.1,1.6,0.4,10.2,26.6,,9.2,1.6,10.8,.163,,4.3,-1.6,2.7,3.8
Wayne Engelstad,englewa01,1989,PF,23,DEN,11,50,12.4,.419,.000,.345,9.8,24.0,16.5,18.9,0.9,0.0,8.2,27.9,,0.0,0.1,0.0,.031,,-5.0,-1.7,-6.7,-0.1
Alex English,englial01,1989,SF,35,DEN,82,2990,19.0,.531,.004,.201,4.8,6.5,5.6,19.7,1.0,0.2,8.8,28.8,,5.1,1.7,6.8,.110,,3.0,-2.1,0.9,2.1
Patrick Ewing,ewingpa01,1989,C,26,NYK,80,2896,22.1,.607,.005,.378,8.0,20.7,14.2,9.5,1.9,5.6,15.1,23.6,,6.2,4.7,10.9,.181,,2.3,2.3,4.5,4.8
Jim Farmer,farmeji01,1989,SG,24,UTA,37,412,8.4,.475,.141,.289,6.4,8.3,7.4,10.2,1.1,0.0,14.0,19.1,,-0.1,0.5,0.4,.045,,-3.8,-1.3,-5.1,-0.3
Dave Feitl,feitlda01,1989,C,26,WSB,57,828,8.7,.485,.004,.244,8.7,18.3,13.3,5.8,1.0,1.3,18.1,17.4,,-0.4,0.8,0.4,.022,,-4.5,-0.8,-5.2,-0.7
Rolando Ferreira,ferrero01,1989,C,24,POR,12,34,-7.6,.209,.000,.444,12.4,29.7,20.8,3.3,0.0,1.7,21.8,31.2,,-0.3,0.0,-0.2,-0.352,,-16.7,-6.4,-23.2,-0.2
Duane Ferrell,ferredu01,1989,SF,23,ATL,41,231,12.0,.488,.000,.530,8.8,10.5,9.7,6.1,1.5,1.6,10.5,20.1,,0.2,0.2,0.4,.082,,-2.3,-1.0,-3.3,-0.1
Vern Fleming,flemive01,1989,PG,26,IND,76,2552,15.8,.572,.028,.373,3.9,9.2,6.7,28.1,1.5,0.3,16.8,18.7,,4.6,1.1,5.6,.106,,1.5,-0.5,1.0,1.9
Sleepy Floyd,floydsl01,1989,PG,28,HOU,82,2788,16.4,.565,.327,.346,1.9,9.9,5.9,35.5,2.1,0.2,19.7,18.5,,4.4,3.3,7.7,.133,,2.1,0.1,2.2,2.9
Tellis Frank,frankte01,1989,PF,23,GSW,32,245,9.4,.472,.011,.560,10.7,14.2,12.5,7.7,2.6,1.4,20.4,22.0,,-0.2,0.3,0.1,.017,,-5.9,-0.5,-6.3,-0.3
Anthony Frederick,fredean01,1989,SF,24,IND,46,313,11.9,.543,.040,.272,9.8,8.7,9.2,9.8,2.2,1.1,19.5,23.2,,0.0,0.2,0.2,.025,,-2.4,-0.6,-3.0,-0.1
Corey Gaines,gaineco01,1989,SG,23,NJN,32,337,9.1,.472,.078,.250,1.0,5.5,3.1,26.1,2.1,0.2,22.0,11.1,,0.1,0.2,0.2,.035,,-3.2,-0.1,-3.3,-0.1
Kevin Gamble,gamblke01,1989,SF,23,BOS,44,375,15.8,.584,.081,.404,3.4,9.4,6.4,13.1,1.8,0.5,10.6,19.9,,0.7,0.2,1.0,.123,,0.6,-0.1,0.4,0.2
Winston Garland,garlawi01,1989,PG,24,GSW,79,2661,14.7,.483,.040,.234,3.8,8.5,6.2,24.9,2.9,0.3,13.6,19.5,,1.9,2.6,4.5,.082,,-0.7,0.6,-0.1,1.3
Tom Garrick,garrito01,1989,SG,22,LAC,71,1499,11.0,.547,.036,.354,2.6,8.5,5.6,21.0,2.4,0.3,21.9,14.0,,0.5,0.9,1.4,.044,,-2.6,0.2,-2.4,-0.2
Kenny Gattison,gattike01,1989,PF,24,PHO,2,9,-2.8,.266,.000,2.000,0.0,11.3,5.9,0.0,0.0,0.0,0.0,8.3,,0.0,0.0,0.0,-0.037,,-4.1,-3.0,-7.1,0.0
Ben Gillery,gillebe01,1989,C,23,SAC,24,84,5.0,.429,.000,1.211,8.8,20.8,14.7,3.1,1.1,2.8,14.7,16.7,,-0.1,0.1,0.0,.014,,-9.8,0.2,-9.6,-0.2
